scel,1.942066667,3.0064494240174,up
tgm1,1.655266667,1.88147493337404,up
si:ch211-157c3.4,1.925133333,2.88169405008098,up
evpla,1.861733333,2.34047235084581,up
gmds,1.9712,1.53333971259815,up
si:ch211-125o16.4,1.883933333,4.72546930133387,up
LOC563265,1.8984,1.52539318452155,up
ca2,1.848666667,4.26478914780936,up
krt94,2.940066667,9.64949376524798,up
capn9,1.800666667,3.94818842520959,up
eppk1,1.7376,2.68876319120007,up
krt93,3.868066667,4.19675366709371,up
tgfbi,2.097,1.4566996870576,up
capn2l,1.7914,1.53333971259815,up
zgc:111983,1.425533333,3.97289791607125,up
nqo1,1.954466667,1.69821797118008,up
anxa1c,1.699866667,8.71941631858583,up
cldne,1.744533333,2.30141984239525,up
col5a3b,1.927866667,3.25297818677638,up
tgm8,1.896866667,2.75901365401114,up
ftr83,1.587466667,1.36494498726533,up
noxa1,1.193733333,1.32554762895687,up
impa1,1.319133333,1.68375195447917,up
rela,1.3856,1.36494498726533,up
LOC101883092,1.365466667,1.30130469149828,up
krt5,1.4406,1.32554762895687,up
nudt9,1.331733333,1.38319733753382,up
tgm1l4,1.361466667,2.10386762495898,up
,1.279466667,2.07169997627967,up
nenf,1.499533333,1.61819073041164,up
icn2,1.044266667,4.28496696786356,up
si:dkey-56e3.2,1.468266667,1.5792592040662,up
si:dkeyp-80c12.10,1.140466667,1.98574912806275,up
LOC101886774,1.308866667,1.42783653878492,up
psmb10,1.627333333,1.305441098509,up
krt1-19d,1.1816,4.98846502493816,up
ezrb,1.311,3.50695808577554,up
ass1,1.3064,1.86992255851004,up
zgc:100864,1.166,3.01028116243576,up
psma6b,1.060133333,1.51732524561672,up
actn3b,1.1436,1.36143032266971,up
si:dkey-175d9.2,1.5136,2.08831815761566,up
